Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,source_file,binary_label
123,94230,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1018.783827,21.22466306,94230.0,0.0,94230,94230,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,10.61233153,10.61233153,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
443,118446108,16,17,1215,5148,582,0,75.9375,148.2949623,1430,0,302.8235294,483.7376917,53.72063386,0.278607719,3701440.875,14500000.0,58800000,3,118000000,7896407.2,20700000.0,58900000,25,118000000,7388075.063,20100000.0,59000000,3,0,0,0,0,332,352,0.135082531,0.143525189,0,1430,187.1470588,370.6786677,137402.6747,0,0,0,1,0,0,0,0,1,192.8181818,75.9375,302.8235294,332,0,0,0,0,0,0,16,1215,17,5148,8192,361,8,20,305141.5,96803.62545,373592,236691,58800000.0,49993.86364,58800000,58800000,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
37662,24,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,83333.33333,24.0,0.0,24,24,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,41666.66667,41666.66667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,972,257,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv,0
53,62576,2,2,58,186,29,29,29.0,0.0,93,93,93.0,0.0,3899.258502,63.92227052,20858.66667,36123.07429,62570,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,31.96113526,31.96113526,29,93,54.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,68.25,29.0,93.0,40,0,0,0,0,0,0,2,58,2,186,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv,0
53,63439,2,2,76,164,38,38,38.0,0.0,82,82,82.0,0.0,3783.161777,63.05269629,21146.33333,36582.36335,63388,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,31.52634815,31.52634815,38,82,55.6,24.09979253,580.8,0,0,0,0,0,0,0,0,1,69.5,38.0,82.0,40,0,0,0,0,0,0,2,76,2,164,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
21,3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,Tuesday-WorkingHours.pcap_ISCX.csv,1
53,33760,1,1,37,165,37,37,37.0,0.0,165,165,165.0,0.0,5983.412322,59.24170616,33760.0,0.0,33760,33760,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,29.62085308,29.62085308,37,165,79.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,119.5,37.0,165.0,32,0,0,0,0,0,0,1,37,1,165,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
443,172843,9,7,510,4410,206,0,56.66666667,83.32616636,1418,0,630.0,677.987463,28465.13888,92.56955734,11522.86667,15132.42274,37352,8,172843,21605.375,25210.93706,62889,16,102995,17165.83333,22010.21412,51107,49,0,0,0,0,296,232,52.07037601,40.49918134,0,1418,289.4117647,512.154891,262302.6324,0,0,0,1,0,0,0,0,0,307.5,56.66666667,630.0,296,0,0,0,0,0,0,9,510,7,4410,29200,340,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv,0
53,109113,1,1,54,181,54,54,54.0,0.0,181,181,181.0,0.0,2153.7305362331,18.329621585,109113.0,0.0,109113,109113,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9.1648107925,9.1648107925,54,181,96.3333333333,73.3234841871,5376.3333333333,0,0,0,0,0,0,0,0,1,144.5,54.0,181.0,32,0,0,0,0,0,0,1,54,1,181,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Monday-WorkingHours.pcap_ISCX.csv,0
443,64941367,41,49,6934,55304,1197,0,169.1219512,371.3215719,2796,0,1128.653061,845.3155119,958.3721883,1.385865499,729678.2809,6246596.011,58800000,0,64900000,1623534.175,9303625.936,58800000,48,64900000,1352207.604,8502712.304,58800000,2,1,0,0,0,1312,1568,0.631338727,0.754526772,0,2796,690.2197802,819.079345,670890.9734,0,1,0,0,1,0,0,0,1,697.8888889,169.1219512,1128.653061,1312,0,0,0,0,0,0,41,6934,49,55304,1161,234,9,32,375519.0,445451.8163,690501,60537,32100000.0,37700000.0,58800000,5402547,BENIGN,Wednesday-workingHours.pcap_ISCX.csv,0
56530,22,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,45454.54545,45454.54545,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,939,256,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,0
443,116146,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17.21970623,116146.0,0.0,116146,116146,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,8.609853116,8.609853116,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,319,245,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv,0
53,30204,1,1,44,72,44,44,44.0,0.0,72,72,72.0,0.0,3840.55092,66.21639518,30204.0,0.0,30204,30204,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,33.10819759,33.10819759,44,72,53.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,80.0,44.0,72.0,20,0,0,0,0,0,0,1,44,1,72,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
53,176,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,1636363.636,22727.27273,58.66666667,61.69548876,125,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,11363.63636,11363.63636,42,102,66.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,40,0,0,0,0,0,0,2,84,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv,0
49650,45,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,44444.44444,45.0,0.0,45,45,45,45.0,0.0,45,45,0,0.0,0.0,0,0,0,0,0,0,64,0,44444.44444,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,122,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
61947,9178273,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,3.922306517,0.653717753,1835654.6,4085663.952,9144279,1,0,0.0,0.0,0,0,9173980,2293495.0,4567210.786,9144279,1,0,0,0,0,20,100,0.108952959,0.544764794,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,33994.0,0.0,33994,33994,9144279.0,0.0,9144279,9144279,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,0
80,5583934,4,2,12,0,6,0,3.0,3.464101615,0,0,0.0,0.0,2.149022535,1.074511268,1116786.8,1970130.55,4557458,53,5583934,1861311.333,2384155.272,4557458,31272,995240,995240.0,0.0,995240,995240,0,0,0,0,104,64,0.716340845,0.358170423,0,6,1.714285714,2.927700219,8.571428571,0,0,0,1,0,0,0,0,0,2.0,3.0,0.0,104,0,0,0,0,0,0,4,12,2,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,0
443,198566,21,32,871,42310,389,0,41.47619048,101.207519,2896,0,1322.1875,564.7174822,217464.2184,266.9137717,3818.576923,9416.984766,35723,1,198566,9928.3,14015.67583,39147,1,161505,5209.83871,13152.50061,57989,48,0,0,0,0,684,1032,105.7582869,161.1554848,0,2896,799.6481481,771.413947,595079.4776,0,0,0,1,0,0,0,0,1,814.7358491,41.47619048,1322.1875,684,0,0,0,0,0,0,21,871,32,42310,65535,122,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
45496,59,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33898.30508,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16949.15254,16949.15254,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,40544,412,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,0
443,4785769,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,35.31302911,1.25371701,957153.8,2118589.468,4746899,53,4785769,1196442.25,2367031.274,4746899,53,0,0.0,0.0,0,0,1,0,0,0,160,32,1.044764175,0.208952835,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,160,0,0,0,0,0,0,5,123,1,46,338,384,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
2105,48,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,83333.33333,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,48,0,41666.66667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,0
53,55059971,2,2,124,377,76,48,62.0,19.79898987,224,153,188.5,50.20458146,9.09916934,0.072648059,18400000.0,31700000.0,54900000,47767,55000000,55000000.0,0.0,55000000,55000000,55000000,55000000.0,0.0,55000000,55000000,0,0,0,0,64,52,0.036324029,0.036324029,48,224,115.4,72.20664789,5213.8,0,0,0,0,0,0,0,0,1,144.25,62.0,188.5,64,0,0,0,0,0,0,2,124,2,377,-1,-1,1,32,47767.0,0.0,47767,47767,54900000.0,0.0,54900000,54900000,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
80,85007040,5,6,372,11595,360,0,74.4,159.6834368,7240,0,1932.5,3126.682571,140.7765757,0.129401047,8500704.0,26800000.0,84900000,5,84900000,21200000.0,42400000.0,84900000,5,85000000,17000000.0,37900000.0,84900000,65,0,0,0,0,144,200,0.058818658,0.070582389,0,7240,997.75,2325.192157,5406518.568,1,0,0,0,0,0,0,0,1,1088.454545,74.4,1932.5,144,0,0,0,0,0,0,5,372,6,11595,0,235,2,20,7998.0,0.0,7998,7998,84900000.0,0.0,84900000,84900000,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,1
53,151659,4,2,156,224,39,39,39.0,0.0,112,112,112.0,0.0,2505.621163,39.56243942,30331.8,52030.00424,120151,1,31505,10501.66667,18185.95616,31501,1,3,3.0,0.0,3,3,0,0,0,0,80,40,26.37495961,13.18747981,39,112,59.85714286,35.62035266,1268.809524,0,0,0,0,0,0,0,0,0,69.83333333,39.0,112.0,80,0,0,0,0,0,0,4,156,2,224,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
53,236,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,813559.322,16949.15254,78.66666667,95.52137632,186,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,40,40,8474.576271,8474.576271,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,0
53,31417,2,2,60,414,30,30,30.0,0.0,207,207,207.0,0.0,15087.37308,127.319604,10472.33333,18095.32551,31367,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,40,40,63.65980202,63.65980202,30,207,100.8,96.94689268,9398.7,0,0,0,0,0,0,0,0,1,126.0,30.0,207.0,40,0,0,0,0,0,0,2,60,2,414,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
80,1658,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,7237.635706,1206.272618,1658.0,0.0,1658,1658,1658,1658.0,0.0,1658,1658,0,0.0,0.0,0,0,0,0,0,0,40,0,1206.272618,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,0
80,1139463,4,6,351,11595,351,0,87.75,175.5,5792,0,1932.5,2181.008184,10483.88583,8.776063813,126607.0,329109.2897,996954,4,1009979,336659.6667,571868.7048,996954,4,142490,28498.0,56547.59565,129155,46,0,0,0,0,144,200,3.510425525,5.265638288,0,5792,1086.0,1825.956352,3334116.6,0,0,0,1,0,0,0,0,1,1194.6,87.75,1932.5,144,0,0,0,0,0,0,4,351,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,1
443,65208244,14,13,1116,4041,773,0,79.71428571,208.9484399,3024,0,310.8461538,840.9298273,79.08509237,0.414058075,2508009.385,4290570.979,10000000,4,60500000,4650602.769,5193601.186,10100000,3043,65200000,5430978.333,4989449.058,10100000,4,0,0,0,0,456,424,0.21469678,0.199361295,0,3024,184.1785714,591.5707311,349955.9299,0,0,0,1,0,0,0,0,0,191.0,79.71428571,310.8461538,456,0,0,0,0,0,0,14,1116,13,4041,29200,142,3,32,63653.33333,74973.19208,216593,28247,10000000.0,8441.478346,10000000,9997686,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
53,23877,2,2,88,168,44,44,44.0,0.0,84,84,84.0,0.0,10721.61494,167.5252335,7959.0,13742.10715,23827,4,46,46.0,0.0,46,46,4,4.0,0.0,4,4,0,0,0,0,64,64,83.76261674,83.76261674,44,84,60.0,21.9089023,480.0,0,0,0,0,0,0,0,0,1,75.0,44.0,84.0,64,0,0,0,0,0,0,2,88,2,168,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Morning.pcap_ISCX.csv,0
443,115697063,23,22,1693,10846,1093,0,73.60869565,236.2057537,2920,0,493.0,818.3559012,108.3778592,0.388946779,2629478.705,4372842.471,10000000,4,116000000,5258957.409,4990090.363,10000000,4,110000000,5258877.095,5120450.299,10000000,208,0,0,0,0,472,448,0.19879502,0.190151759,0,2920,272.5869565,620.8419579,385444.7367,0,0,0,1,0,0,0,0,0,278.6444444,73.60869565,493.0,472,0,0,0,0,0,0,23,1693,22,10846,8192,6009,15,20,42422.5,66241.69914,252764,23000,9598999.083,1373589.887,10000000,5237563,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
53,179985,2,2,100,226,50,50,50.0,0.0,113,113,113.0,0.0,1811.26205,22.22407423,59995.0,103910.0581,179980,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,64,11.11203711,11.11203711,50,113,75.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,1,94.0,50.0,113.0,64,0,0,0,0,0,0,2,100,2,226,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
53,25155,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,4213.873981,79.50705625,25155.0,0.0,25155,25155,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,39.75352813,39.75352813,45,61,50.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,75.5,45.0,61.0,20,0,0,0,0,0,0,1,45,1,61,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,0
53,97851,2,2,90,426,45,45,45.0,0.0,213,213,213.0,0.0,5273.323727,40.8784785,32617.0,56480.44493,97835,4,12,12.0,0.0,12,12,4,4.0,0.0,4,4,0,0,0,0,88,80,20.43923925,20.43923925,45,213,112.2,92.01738966,8467.2,0,0,0,0,0,0,0,0,1,140.25,45.0,213.0,88,0,0,0,0,0,0,2,90,2,426,-1,-1,1,44,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
53,194,2,2,82,210,41,41,41.0,0.0,105,105,105.0,0.0,1505154.639,20618.5567,64.66666667,62.97883242,134,11,11,11.0,0.0,11,11,49,49.0,0.0,49,49,0,0,0,0,64,64,10309.27835,10309.27835,41,105,66.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,83.25,41.0,105.0,64,0,0,0,0,0,0,2,82,2,210,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv,0
80,101166662,7,7,367,11595,349,0,52.42857143,130.8101132,5792,0,1656.428571,2120.732252,118.2405326,0.138385509,7782050.923,27700000.0,100000000,1,101000000,16800000.0,40700000.0,100000000,1,101000000,16900000.0,41200000.0,101000000,45,0,0,0,0,204,232,0.069192754,0.069192754,0,5792,797.8666667,1620.502518,2626028.41,1,0,0,0,0,0,0,0,1,854.8571429,52.42857143,1656.428571,204,0,0,0,0,0,0,7,367,7,11595,0,235,3,20,12001.0,0.0,12001,12001,100000000.0,0.0,100000000,100000000,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,1
3017,43,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,1
53,201,2,2,92,248,46,46,46.0,0.0,124,124,124.0,0.0,1691542.28855721,19900.4975124378,67.0,32.0468407179,104,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,64,64,9950.2487562189,9950.2487562189,46,124,77.2,42.7223594854,1825.2,0,0,0,0,0,0,0,0,1,96.5,46.0,124.0,64,0,0,0,0,0,0,2,92,2,248,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Monday-WorkingHours.pcap_ISCX.csv,0
1037,4,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,48,0,500000.0,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,0
443,678704,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,5722.671444,17.68075626,61700.36364,116197.5864,396492,55,678704,113117.3333,143059.597,396492,3649,494550,123637.5,238824.9051,481768,55,0,0,0,0,152,112,10.31377449,7.366981777,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv,0
53,24236,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,4951.312098,82.5218683,24236.0,0.0,24236,24236,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,41.26093415,41.26093415,52,68,57.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,20,0,0,0,0,0,0,1,52,1,68,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,0
443,114714521,26,31,1108,21234,340,0,42.6153846154,94.5621814144,2321,0,684.9677419355,754.6065855297,194.7617424999,0.4968856558,2048473.58928571,4037346.75208619,10188534,0,114692406,4587696.24,5039309.22664688,10203593,69,114692372,3823079.06666667,4918582.78477968,10210788,1,0,0,0,0,532,764,0.2266495974,0.2702360584,0,2321,385.2068965517,639.2431588151,408631.816091954,0,0,0,1,0,0,0,0,1,391.9649122807,42.6153846154,684.9677419355,532,0,0,0,0,0,0,26,1108,31,21234,8192,127,25,20,327338.090909091,986860.972310229,3301995,21976,10099244.2727273,58446.2140298085,10188534,10001505,BENIGN,Monday-WorkingHours.pcap_ISCX.csv,0
53,73529463,2,2,140,288,98,42,70.0,39.59797975,182,106,144.0,53.74011537,5.820795944,0.054399962,24500000.0,42200000.0,73300000,37191,73500000,73500000.0,0.0,73500000,73500000,73300000,73300000.0,0.0,73300000,73300000,0,0,0,0,52,60,0.027199981,0.027199981,42,182,94.0,57.68882041,3328.0,0,0,0,0,0,0,0,0,1,117.5,70.0,144.0,52,0,0,0,0,0,0,2,140,2,288,-1,-1,1,20,209339.0,0.0,209339,209339,73300000.0,0.0,73300000,73300000,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,0
53,219,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,803652.968,18264.84018,73.0,120.3785695,212,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,9132.420091,9132.420091,36,52,42.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,53.0,36.0,52.0,40,0,0,0,0,0,0,2,72,2,104,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv,0
9929,24,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,333333.3333,83333.33333,24.0,0.0,24,24,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,41666.66667,41666.66667,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,1
62501,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,386,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Monday-WorkingHours.pcap_ISCX.csv,0
53,207,2,2,90,172,45,45,45.0,0.0,86,86,86.0,0.0,1265700.483,19323.6715,69.0,116.0517126,203,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,0,0,40,40,9661.835749,9661.835749,45,86,61.4,22.45662486,504.3,0,0,0,0,0,0,0,0,1,76.75,45.0,86.0,40,0,0,0,0,0,0,2,90,2,172,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,0
35906,35095,3,1,38,6,38,0,12.66666667,21.93931023,6,6,6.0,0.0,1253.739849,113.9763499,11698.33333,20197.18526,35020,3,35095,17547.5,24811.66985,35092,3,0,0.0,0.0,0,0,0,0,0,0,96,20,85.48226243,28.49408748,0,38,8.8,16.52876281,273.2,0,0,0,0,1,0,0,0,0,11.0,12.66666667,6.0,96,0,0,0,0,0,0,3,38,1,6,349,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv,0
53,38732,2,2,98,266,49,49,49.0,0.0,133,133,133.0,0.0,9397.91387,103.2737788,12910.66667,22354.13645,38723,3,3,3.0,0.0,3,3,6,6.0,0.0,6,6,0,0,0,0,40,40,51.63688939,51.63688939,49,133,82.6,46.00869483,2116.8,0,0,0,0,0,0,0,0,1,103.25,49.0,133.0,40,0,0,0,0,0,0,2,98,2,266,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv,0
